"00004E2E-0000-0000-AC0D-04555867BE04","SM3D","YCQ01XF403","Equipment","YCQ01XF403-Descr-SM3D","J","PQA","100","0250","J35","=J35ABC01-DE234FG567","YCQ01XF403-FRN","1","4","1","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-F411-9793B466FB06","SM3D","YCQ01XF403","Equipment","YCQ01XF403-Descr-SM3D","A","AEC","110","5026","J36","=J35ABC01-DE234FG567","YCQ01XF403-FRN","1","4","1","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-1B03-800BBB661207","PID","YCQ01XF403","Equipment","YCQ01XF403-Descr-PID","J","PQA","100","5026","J37","=J35ABC01-DE234FG567","YCQ01XF403-FRN","1","4","1","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-8B1B-9793B466FB06","SPEL","YCQ01XF403","Equipment","YCQ01XF403-Descr-SPEL","J","PQA","100","5026","J38","=J35ABC01-DE234FG568","YCQ01XF403-FRN","1","4","1","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-0C27-9793B466FB06","SM3D","YCQ01XF318","Equipment","YCQ01XF318-Descr-SM3D","J","PQA","111","1110","J39","=J35ABC01-DE234FG569","YCQ01XF318-FRN","5","1","3","1","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-9F22-9793B466FB06","PID","YCQ01XF316","Equipment","YCQ01XF316-Descr-PID","J","PQA","112","1120","J40","=J35ABC01-DE234FG570","YCQ01XF316-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-D817-9793B466FB06","SPEL","YCQ01XF315","Equipment","YCQ01XF315-Descr-SPEL","J","PQA","113","1130","J41","=J35ABC01-DE234FG571","YCQ01XF315-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-E114-9793B466FB06","SM3D","YCQ01XF313","Equipment","YCQ01XF313-Descr-SM3D","J","PQA","114","1140","J42","=J35ABC01-DE234FG572","YCQ01XF313-FRN","5","2","1","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-CD14-1683B4660D05","SM3D","YCQ01XF312","Equipment","YCQ01XF312-Descr-SM3D","A","AEC","115","1150","J43","=J35ABC01-DE234FG573","YCQ01XF312-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-150E-9793B466FB06","SM3D","YCQ01XF311","Equipment","YCQ01XF311-Descr-SM3D","A","AEC","116","1160","J44","=J35ABC01-DE234FG574","YCQ01XF311-FRN","5","3","3","2","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-A90B-9793B466FB06","SM3D","YCQ01XF310","Equipment","YCQ01XF310-Descr-SM3D","A","AEC","117","1170","J45","=J35ABC01-DE234FG575","YCQ01XF310-FRN","2","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-B208-9793B466FB06","SM3D","YCQ01XF309","Equipment","YCQ01XF309-Descr-SM3D","A","AEC","118","1180","J46","=J35ABC01-DE234FG576","YCQ01XF309-FRN","5","4","2","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-4C06-9793B466FB06","SM3D","YCQ01XF308","Equipment","YCQ01XF308-Descr-SM3D","A","AEC","119","1190","J47","=J35ABC01-DE234FG577","YCQ01XF308-FRN","5","4","3","1","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-CE1F-9793B466FB06","SM3D","YCQ01XF307","Equipment","YCQ01XF307-Descr-SM3D","A","AEC","120","1200","J48","=J35ABC01-DE234FG577","YCQ01XF307-FRN","5","1","1","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-BD17-1377B3667B04","SPEL","YCQ01XF307","Equipment","YCQ01XF307-Descr-SPEL","A","AEC","120","1200","J49","","YCQ01XF307-FRN","5","1","1","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-E01D-1377B3667B04","SM3D","YCQ01XF217","Equipment","YCQ01XF217-Descr-SM3D","E","CBT","122","1220","J50","","YCQ01XF217-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-1D1A-1377B3667B04","SM3D","YCQ01XF216","Equipment","YCQ01XF216-Descr-SM3D","E","CBT","123","1230","J51","","YCQ01XF216-FRN","3","2","3","2","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-F314-1377B3667B04","SM3D","YCQ01XF215","Equipment","YCQ01XF215-Descr-SM3D","E","CBT","124","1240","J52","=J35ABC01-DE234FG578","YCQ01XF215-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-7612-1377B3667B04","SM3D","YCQ01XF214","Equipment","YCQ01XF214-Descr-SM3D","E","CBT","125","1250","J53","=J35ABC01-DE234FG579","YCQ01XF214-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00004E2E-0000-0000-4116-1377B3667B04","SM3D","YCQ01XF213","Equipment","YCQ01XF213-Descr-SM3D","E","CBT","126","1260","J54","=J35ABC01-DE234FG580","YCQ01XF213-FRN","5","4","2","3","2025-01-01","2025-01-09","2025-01-13"
"00013885-0000-0000-E845-DED0EB66390D","PID","VFT45V","Piping Component","VFT45V-Descr-PID","Y","VFT","127","1270","J55","=J35ABC01-DE234FG581","VFT45V-FRN","4","1","3","2","2025-01-01","2025-01-09","2025-01-13"
"00013885-0000-0000-C90E-DED0EB66390D","PID","VFT45V","Piping Component","VFT45V-Descr-PID","Y","VFT","127","1270","J56","=J35ABC01-DE234FG581","VFT45V-FRN","4","1","3","2","2025-01-01","2025-01-09","2025-01-13"
"00013885-0000-0000-9709-3A7C28662004","SM3D","VFT45V","Piping Component","VFT45V-Descr-SM3D","Y","VFT","127","1290","J57","=J35ABC01-DE234FG581","VFT45V-FRN","4","1","3","2","2025-01-01","2025-01-09","2025-01-13"
"00013885-0000-0000-C05E-DED0EB66390D","PID","VFT42V","Piping Component","VFT42V-Descr-PID","Y","VFT","130","1300","J58","=J35ABC01-DE234FG582","VFT42V-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00013885-0000-0000-7310-3A7C28662004","PID","VFT41V","Piping Component","VFT41V-Descr-PID","Y","VFT","131","1310","J59","=J35ABC01-DE234FG583","VFT41V-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00013885-0000-0000-9C0C-3A7C28662004","PID","VFT40V","Piping Component","VFT40V-Descr-PID","Y","VFT","132","1320","J60","=J35ABC01-DE234FG584","VFT40V-FRN","5","3","3","3","2025-01-01","2025-01-09","2025-01-13"
"00013885-0000-0000-8B10-3A7C28662004","PID","VFT39V","Piping Component","VFT39V-Descr-PID","Y","VFT","133","1330","J61","=J35ABC01-DE234FG585","VFT39V-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00013885-0000-0000-FA06-3A7C28662004","PID","VFT38V","Piping Component","VFT38V-Descr-PID","Y","VFT","134","1340","J62","=J35ABC01-DE234FG586","VFT38V-FRN","5","4","3","3","2025-01-01","2025-01-09","2025-01-13"
"00013885-0000-0000-691B-0968F2666F0D","PID","VFT37V","Piping Component","VFT37V-Descr-PID","Y","VFT","135","1350","J63","=J35ABC01-DE234FG587","VFT37V-FRN","5","1","3","1","2025-01-01","2025-01-09","2025-01-13"
